stamp,T00,T01,T02,T03,T10,T11,T12,T13,T20,T21,T22,T23
1666877650.2679234,-0.8495696757380597,-0.5239899981030776,-0.060546246409372124,-9.75255051738498,0.5260987835308988,-0.8500406510286064,-0.02551394846297306,1.4842599042293738,-0.03809771690844584,-0.053529183505818326,0.9978392608429297,4.543228229504945
1666877651.2677364,-0.849511694648382,-0.5240851097531583,-0.06053658720686273,-9.7520370104711,0.5261955240031029,-0.8499791199933534,-0.025568850080210863,1.4836694716787697,-0.03805458152094073,-0.053575118388525016,0.9978384415900811,4.5431138854538595
1666877652.2676136,-0.8490487181846574,-0.5248250328059404,-0.06062144083766427,-9.751424827655873,0.5269391265446531,-0.8495193452681963,-0.025535052994927733,1.481487698895494,-0.03809765170386285,-0.05362431309899785,0.9978341555485619,4.542926521504941
1666877653.2673943,-0.8492930911071473,-0.5244180004035102,-0.060720723401905784,-9.751967217650595,0.5265394384108102,-0.8497653799437875,-0.02559333598847665,1.482671888350599,-0.038176762509349975,-0.05370809903333474,0.9978266256732831,4.54292842019253
1666877654.2673886,-0.8493387169472122,-0.5243613680025556,-0.060571442453943136,-9.751257988644701,0.5264744919009388,-0.8498058162033406,-0.02558679590378428,1.483043278826593,-0.038057236790276325,-0.053621175793357,0.9978358663800508,4.542581281597356
1666877655.2672732,-0.8493140166987563,-0.5243934751603383,-0.06063979096508357,-9.74804498862263,0.526512398160087,-0.8497806692738249,-0.025641932693246938,1.4836240194069372,-0.03808405995609428,-0.05370565461657323,0.9978302997200806,4.542404448775587
1666877656.2669976,-0.8491583392035792,-0.5246459783782487,-0.06063589970100307,-9.74857359741732,0.5267640379185927,-0.8496253318325135,-0.025621160477058043,1.4812267739847438,-0.03807575759875549,-0.05369723344849415,0.9978310697724634,4.542530972972028
1666877657.267011,-0.8492116968721366,-0.5245618949209931,-0.06061610588320397,-9.749052674642416,0.5266773501376141,-0.8496802502986722,-0.02558204652500002,1.4806864198593341,-0.03808494121786053,-0.05364970316118411,0.997833275955031,4.54267392207835
1666877658.266951,-0.7515221118358482,-0.6553757527509845,-0.07547938876188545,-9.768844720546268,0.6587332842151166,-0.7517009519935707,-0.03187693584907979,1.5839516485267089,-0.03584655756071659,-0.07367700779782264,0.9966377089158356,4.544462922280352
1666877659.2676678,-0.7310851825791376,-0.6786780101342149,-0.07007577593927414,-9.803119776821761,0.680836997585681,-0.7323649104603398,-0.010130184842030838,2.158292653002246,-0.04444590568032407,-0.055116208928778845,0.9974902330256548,4.542053563233578
1666877660.2672932,-0.6859855857525132,-0.7273893181423272,-0.018126113544338646,-9.747511947094665,0.7275654343025866,-0.6860170061732939,-0.005404262125411135,2.7950533124038714,-0.008503819604779177,-0.016895179592765017,0.9998211029772565,4.549632649191898
1666877661.2671096,-0.5745038310309288,-0.8183027292300733,-0.018055233739807934,-9.622679097447184,0.818494999520353,-0.57444973204073,-0.008569779373513466,3.635263083481358,-0.0033591503335197604,-0.019701489612377276,0.9998002637607625,4.565973609919907
1666877662.267016,-0.624908111308556,-0.7806673529218189,-0.0069524458152651816,-9.495344770448204,0.780660589267403,-0.624940680394996,0.004265014901613409,4.4719016897231745,-0.007674424111615815,-0.0027622580401245244,0.9999667360192912,4.557143426851671
1666877663.2682333,-0.9874283899473794,-0.15731410654982364,-0.015409302591521026,-9.540347387610353,0.15691365492644233,-0.987309657947417,0.024448808179131774,4.66297832147216,-0.019059895685751005,0.02172351730694934,0.9995823173567363,4.553014271083254
1666877664.2671742,-0.9658392949254149,-0.2590462497356145,-0.007035401615479267,-9.53861311308396,0.2589673471025,-0.9658293673763321,0.010466434355945,4.713730273700008,-0.00950628805952831,0.008286954286567748,0.9999204752758999,4.56031998373546
1666877665.2659457,-0.7416421001703257,-0.6707746994521795,0.005319570451324803,-9.609074525558258,0.6707781081909705,-0.741541644497257,0.013142261907527165,5.289345367318146,-0.004870813760648952,0.013315106125815159,0.9998994865096028,4.548902900727663
1666877666.267804,-0.664741157106507,-0.7463521853449203,-0.03282696269171801,-9.641418966868121,0.7469063290211634,-0.6648805018665385,-0.008053192275687989,6.152891663836129,-0.015815489775261052,-0.029871954548727812,0.9994286050612157,4.5512497674425925
1666877667.2673922,-0.554254416635004,-0.8321876061988452,-0.016304285621493046,-9.532979437284098,0.8323405567554859,-0.5542224741815077,-0.0068298383652734005,6.969290103107538,-0.0033524946769839517,-0.017356186250549965,0.999843749582042,4.543672997708955
