stamp, T00, T01, T02, T03, T10, T11, T12, T13, T20, T21, T22, T23
1727351397.804654360, 0.834, 0.537, 0.125, -80.136, -0.503, 0.834, -0.228, -60.597, -0.226, 0.128, 0.966, -6.792
1727351398.703576565, 0.738, 0.658, 0.148, -80.165, -0.625, 0.750, -0.216, -60.589, -0.253, 0.067, 0.965, -6.791
1727351399.805335522, 0.647, 0.705, 0.291, -80.470, -0.666, 0.708, -0.235, -60.731, -0.372, -0.042, 0.927, -6.718
1727351400.705012083, 0.601, 0.746, 0.285, -80.302, -0.731, 0.658, -0.181, -60.758, -0.322, -0.100, 0.941, -6.774
1727351401.604887724, 0.089, 0.978, 0.190, -80.247, -0.945, 0.143, -0.293, -60.825, -0.314, -0.153, 0.937, -6.824
1727351402.706693172, 0.260, 0.922, 0.288, -80.463, -0.926, 0.323, -0.197, -60.634, -0.274, -0.215, 0.937, -6.726
1727351403.704634428, -0.064, 0.980, 0.186, -80.358, -0.955, -0.007, -0.295, -60.724, -0.288, -0.197, 0.937, -6.786
1727351404.707901239, 0.306, 0.909, 0.281, -80.439, -0.898, 0.374, -0.232, -60.679, -0.316, -0.181, 0.931, -6.770
1727351405.704101562, 0.302, 0.903, 0.305, -80.435, -0.895, 0.378, -0.234, -60.683, -0.327, -0.203, 0.923, -6.786
1727351406.605552197, 0.316, 0.895, 0.315, -80.430, -0.887, 0.397, -0.237, -60.688, -0.337, -0.205, 0.919, -6.782
1727351407.705007315, 0.330, 0.887, 0.325, -80.441, -0.875, 0.416, -0.248, -60.681, -0.355, -0.202, 0.913, -6.786
1727351408.704976797, 0.330, 0.887, 0.324, -80.444, -0.875, 0.416, -0.249, -60.684, -0.356, -0.201, 0.913, -6.784
1727351409.705106735, 0.330, 0.886, 0.324, -80.441, -0.874, 0.417, -0.249, -60.678, -0.356, -0.201, 0.913, -6.785
1727351410.705471754, 0.330, 0.887, 0.323, -80.443, -0.874, 0.416, -0.250, -60.681, -0.356, -0.200, 0.913, -6.785
1727351411.705077887, 0.331, 0.888, 0.319, -80.443, -0.875, 0.415, -0.250, -60.680, -0.354, -0.196, 0.914, -6.787
1727351412.705212355, 0.330, 0.888, 0.319, -80.440, -0.875, 0.415, -0.250, -60.680, -0.354, -0.196, 0.914, -6.782
1727351413.705430031, 0.330, 0.888, 0.319, -80.445, -0.875, 0.415, -0.249, -60.685, -0.354, -0.197, 0.914, -6.780
1727351414.705147743, 0.330, 0.883, 0.333, -80.426, -0.872, 0.420, -0.252, -60.689, -0.362, -0.208, 0.909, -6.777
1727351415.704896927, 0.304, 0.854, 0.422, -80.386, -0.854, 0.441, -0.277, -60.716, -0.422, -0.276, 0.863, -6.762
1727351416.704640627, 0.354, 0.832, 0.426, -80.425, -0.817, 0.497, -0.292, -60.745, -0.455, -0.245, 0.856, -6.751
1727351417.704393625, 0.352, 0.834, 0.425, -80.430, -0.819, 0.494, -0.292, -60.750, -0.454, -0.245, 0.857, -6.750
1727351418.704538345, 0.351, 0.834, 0.425, -80.431, -0.819, 0.494, -0.292, -60.756, -0.453, -0.246, 0.857, -6.747
1727351419.604383945, 0.358, 0.841, 0.405, -80.438, -0.824, 0.488, -0.287, -60.742, -0.439, -0.231, 0.868, -6.755
1727351420.704113483, 0.364, 0.850, 0.382, -80.453, -0.831, 0.481, -0.280, -60.742, -0.422, -0.216, 0.881, -6.755
1727351421.704105854, 0.364, 0.850, 0.381, -80.454, -0.831, 0.481, -0.280, -60.739, -0.421, -0.215, 0.881, -6.757
1727351422.704430342, 0.364, 0.852, 0.375, -80.459, -0.834, 0.478, -0.277, -60.742, -0.415, -0.212, 0.885, -6.755
1727351423.704526663, 0.368, 0.859, 0.357, -80.461, -0.841, 0.471, -0.266, -60.725, -0.397, -0.203, 0.895, -6.762
1727351424.706905603, 0.151, 0.951, 0.270, -80.399, -0.918, 0.236, -0.319, -60.727, -0.367, -0.200, 0.908, -6.776
1727351425.704779625, 0.044, 0.969, 0.244, -80.376, -0.939, 0.123, -0.322, -60.722, -0.342, -0.215, 0.915, -6.781
1727351426.706590176, 0.318, 0.884, 0.343, -80.445, -0.877, 0.412, -0.248, -60.687, -0.360, -0.221, 0.906, -6.761
1727351427.703634739, 0.537, 0.761, 0.365, -80.372, -0.775, 0.615, -0.142, -60.739, -0.333, -0.206, 0.920, -6.776
1727351428.704314947, -0.029, 0.979, 0.203, -80.311, -0.949, 0.037, -0.312, -60.777, -0.313, -0.202, 0.928, -6.804
1727351429.705535412, -0.008, 0.974, 0.228, -80.337, -0.949, 0.064, -0.308, -60.744, -0.314, -0.219, 0.924, -6.790
1727351430.808183670, 0.406, 0.845, 0.349, -80.422, -0.845, 0.492, -0.209, -60.717, -0.348, -0.210, 0.914, -6.780
1727351431.705818892, 0.440, 0.830, 0.344, -80.401, -0.831, 0.521, -0.196, -60.719, -0.342, -0.200, 0.918, -6.789
1727351432.608844519, 0.147, 0.957, 0.250, -80.358, -0.932, 0.218, -0.289, -60.741, -0.331, -0.191, 0.924, -6.790
1727351433.706212997, -0.010, 0.976, 0.217, -80.335, -0.948, 0.060, -0.314, -60.743, -0.320, -0.208, 0.924, -6.803
1727351434.708344698, 0.296, 0.911, 0.286, -80.393, -0.900, 0.367, -0.236, -60.715, -0.320, -0.188, 0.929, -6.787
1727351435.704649687, 0.378, 0.870, 0.317, -80.400, -0.861, 0.456, -0.227, -60.727, -0.342, -0.187, 0.921, -6.791
1727351436.706461668, 0.375, 0.870, 0.320, -80.417, -0.862, 0.454, -0.223, -60.710, -0.340, -0.192, 0.921, -6.794
1727351437.706149101, 0.375, 0.870, 0.320, -80.420, -0.862, 0.454, -0.224, -60.713, -0.340, -0.192, 0.921, -6.796
1727351438.705971956, 0.376, 0.870, 0.319, -80.420, -0.862, 0.455, -0.224, -60.719, -0.340, -0.191, 0.921, -6.790
1727351439.706385136, 0.376, 0.870, 0.320, -80.421, -0.862, 0.455, -0.223, -60.718, -0.339, -0.192, 0.921, -6.788
1727351440.705514431, 0.352, 0.884, 0.309, -80.417, -0.874, 0.428, -0.231, -60.716, -0.336, -0.188, 0.923, -6.792
1727351441.704712629, 0.203, 0.945, 0.255, -80.396, -0.921, 0.273, -0.277, -60.727, -0.332, -0.179, 0.926, -6.795
1727351442.707983971, 0.359, 0.879, 0.315, -80.421, -0.873, 0.436, -0.220, -60.714, -0.330, -0.196, 0.923, -6.789
1727351443.706872702, 0.401, 0.860, 0.317, -80.397, -0.858, 0.474, -0.201, -60.727, -0.323, -0.191, 0.927, -6.795
1727351444.804898262, 0.108, 0.966, 0.234, -80.376, -0.936, 0.178, -0.304, -60.756, -0.336, -0.186, 0.923, -6.795
1727351445.707575560, 0.108, 0.966, 0.235, -80.373, -0.936, 0.178, -0.304, -60.751, -0.336, -0.187, 0.923, -6.795
1727351446.707160234, 0.108, 0.966, 0.236, -80.384, -0.936, 0.178, -0.304, -60.764, -0.335, -0.188, 0.923, -6.797
1727351447.707872868, 0.107, 0.966, 0.236, -80.382, -0.936, 0.178, -0.304, -60.758, -0.336, -0.189, 0.923, -6.800
1727351448.707646608, 0.107, 0.966, 0.236, -80.380, -0.936, 0.178, -0.303, -60.765, -0.335, -0.188, 0.923, -6.795
1727351449.707881927, 0.108, 0.966, 0.236, -80.381, -0.936, 0.178, -0.303, -60.763, -0.335, -0.188, 0.923, -6.793
1727351450.708361864, 0.108, 0.966, 0.235, -80.379, -0.936, 0.178, -0.303, -60.755, -0.335, -0.188, 0.923, -6.796
1727351451.707201004, 0.247, 0.927, 0.281, -80.402, -0.918, 0.317, -0.239, -60.712, -0.310, -0.198, 0.930, -6.790
1727351452.708966255, 0.240, 0.938, 0.252, -80.400, -0.916, 0.304, -0.261, -60.748, -0.321, -0.168, 0.932, -6.796
1727351453.703745127, 0.368, 0.874, 0.317, -80.409, -0.870, 0.444, -0.217, -60.730, -0.330, -0.196, 0.923, -6.791
1727351454.710262299, 0.430, 0.843, 0.323, -80.410, -0.846, 0.501, -0.183, -60.723, -0.316, -0.195, 0.928, -6.786
1727351455.710631371, 0.269, 0.926, 0.267, -80.414, -0.908, 0.336, -0.252, -60.743, -0.322, -0.174, 0.930, -6.796
1727351456.605964899, -0.060, 0.977, 0.205, -80.326, -0.946, 0.009, -0.324, -60.762, -0.318, -0.214, 0.924, -6.796
1727351457.710607767, 0.252, 0.926, 0.282, -80.404, -0.914, 0.323, -0.245, -60.709, -0.318, -0.196, 0.928, -6.783
1727351458.707462788, 0.252, 0.926, 0.282, -80.407, -0.913, 0.324, -0.247, -60.706, -0.320, -0.196, 0.927, -6.785
1727351459.708355904, 0.253, 0.926, 0.282, -80.410, -0.913, 0.324, -0.247, -60.710, -0.320, -0.195, 0.927, -6.782
1727351460.708571672, 0.252, 0.926, 0.282, -80.406, -0.913, 0.324, -0.247, -60.706, -0.320, -0.196, 0.927, -6.788
1727351461.708434820, 0.251, 0.925, 0.284, -80.408, -0.913, 0.324, -0.247, -60.703, -0.321, -0.197, 0.926, -6.787
1727351462.708518505, 0.251, 0.925, 0.284, -80.411, -0.913, 0.324, -0.248, -60.705, -0.321, -0.197, 0.926, -6.790
1727351463.709182262, 0.379, 0.867, 0.323, -80.409, -0.866, 0.456, -0.206, -60.715, -0.326, -0.201, 0.924, -6.796
1727351464.709265709, 0.368, 0.874, 0.318, -80.364, -0.869, 0.445, -0.215, -60.736, -0.330, -0.198, 0.923, -6.794
1727351465.709216356, 0.363, 0.877, 0.316, -80.429, -0.872, 0.439, -0.216, -60.727, -0.328, -0.198, 0.924, -6.784
1727351466.709129333, 0.349, 0.881, 0.320, -80.443, -0.869, 0.432, -0.242, -60.738, -0.352, -0.194, 0.916, -6.792
1727351467.709042311, 0.348, 0.882, 0.319, -80.446, -0.869, 0.431, -0.243, -60.737, -0.351, -0.192, 0.916, -6.791
1727351468.708764791, 0.350, 0.881, 0.320, -80.473, -0.868, 0.433, -0.242, -60.726, -0.352, -0.193, 0.916, -6.786
1727351469.708722115, 0.374, 0.910, 0.180, -80.518, -0.892, 0.406, -0.198, -60.708, -0.253, -0.087, 0.964, -6.730
1727351470.708894014, 0.378, 0.893, 0.244, -80.573, -0.882, 0.428, -0.199, -60.689, -0.282, -0.140, 0.949, -6.697
1727351471.709578514, 0.392, 0.870, 0.299, -80.765, -0.874, 0.453, -0.174, -60.609, -0.287, -0.193, 0.938, -6.596
1727351472.809695482, 0.289, 0.917, 0.274, -80.998, -0.906, 0.354, -0.232, -60.520, -0.310, -0.182, 0.933, -6.522
1727351473.709252834, 0.361, 0.872, 0.331, -81.130, -0.876, 0.439, -0.200, -60.448, -0.320, -0.218, 0.922, -6.473
1727351474.708766937, 0.417, 0.858, 0.301, -81.384, -0.891, 0.451, -0.052, -60.274, -0.180, -0.247, 0.952, -6.331
1727351475.811136961, 0.501, 0.804, 0.322, -81.468, -0.815, 0.563, -0.138, -60.359, -0.292, -0.193, 0.937, -6.302
1727351476.708782911, 0.504, 0.788, 0.353, -81.560, -0.780, 0.591, -0.204, -60.397, -0.370, -0.173, 0.913, -6.269
1727351477.709593534, 0.550, 0.744, 0.379, -81.615, -0.743, 0.643, -0.185, -60.412, -0.382, -0.180, 0.907, -6.255
1727351478.809051514, 0.554, 0.743, 0.377, -81.629, -0.749, 0.642, -0.164, -60.402, -0.363, -0.191, 0.912, -6.257
1727351479.709265471, 0.555, 0.742, 0.376, -81.636, -0.748, 0.643, -0.167, -60.395, -0.365, -0.188, 0.912, -6.262
1727351480.709440231, 0.590, 0.739, 0.324, -81.472, -0.723, 0.663, -0.195, -60.452, -0.359, -0.119, 0.926, -6.345
1727351481.709211349, 0.445, 0.847, 0.292, -81.266, -0.819, 0.517, -0.249, -60.484, -0.362, -0.128, 0.923, -6.459
1727351482.708807945, 0.350, 0.901, 0.257, -81.127, -0.884, 0.408, -0.228, -60.500, -0.311, -0.147, 0.939, -6.508
1727351483.707952261, 0.203, 0.947, 0.248, -80.991, -0.936, 0.262, -0.235, -60.544, -0.288, -0.184, 0.940, -6.557
1727351484.708073139, 0.109, 0.959, 0.261, -80.956, -0.963, 0.167, -0.212, -60.564, -0.247, -0.228, 0.942, -6.568
1727351485.708699226, 0.124, 0.957, 0.262, -80.997, -0.961, 0.181, -0.209, -60.526, -0.247, -0.226, 0.942, -6.546
1727351486.709309101, 0.129, 0.957, 0.260, -80.967, -0.956, 0.190, -0.224, -60.554, -0.264, -0.220, 0.939, -6.563
1727351487.709967136, 0.204, 0.940, 0.274, -81.010, -0.940, 0.267, -0.214, -60.488, -0.274, -0.214, 0.938, -6.545
1727351488.709387302, 0.138, 0.955, 0.262, -80.831, -0.965, 0.189, -0.183, -60.596, -0.224, -0.228, 0.948, -6.612
1727351489.709174633, 0.066, 0.965, 0.256, -80.749, -0.973, 0.119, -0.196, -60.668, -0.219, -0.236, 0.947, -6.640
1727351490.709652185, 0.095, 0.957, 0.273, -80.753, -0.970, 0.150, -0.189, -60.637, -0.221, -0.247, 0.943, -6.639
1727351491.709715605, 0.145, 0.947, 0.287, -80.750, -0.963, 0.202, -0.179, -60.624, -0.228, -0.250, 0.941, -6.648
1727351492.609384537, 0.149, 0.945, 0.292, -80.744, -0.962, 0.206, -0.179, -60.610, -0.229, -0.254, 0.940, -6.651
1727351493.708847761, 0.154, 0.943, 0.295, -80.763, -0.960, 0.213, -0.179, -60.615, -0.232, -0.255, 0.939, -6.642
1727351494.708560705, 0.154, 0.944, 0.293, -80.760, -0.960, 0.213, -0.181, -60.610, -0.234, -0.254, 0.939, -6.645
1727351495.709078789, 0.154, 0.944, 0.293, -80.755, -0.960, 0.213, -0.180, -60.609, -0.233, -0.253, 0.939, -6.645
1727351496.709289789, 0.155, 0.944, 0.293, -80.771, -0.960, 0.214, -0.181, -60.601, -0.233, -0.253, 0.939, -6.645
1727351497.710604668, 0.155, 0.943, 0.293, -80.769, -0.960, 0.214, -0.179, -60.609, -0.232, -0.254, 0.939, -6.643
1727351498.710326910, 0.155, 0.943, 0.294, -80.765, -0.960, 0.214, -0.179, -60.604, -0.232, -0.254, 0.939, -6.651
1727351499.710179567, 0.153, 0.943, 0.295, -80.752, -0.960, 0.212, -0.181, -60.609, -0.233, -0.256, 0.938, -6.651
1727351500.710111618, 0.159, 0.952, 0.261, -80.726, -0.962, 0.209, -0.177, -60.637, -0.223, -0.223, 0.949, -6.657
1727351501.709395647, 0.161, 0.943, 0.291, -80.777, -0.956, 0.222, -0.191, -60.602, -0.245, -0.247, 0.938, -6.639
1727351502.709758520, 0.128, 0.971, 0.201, -80.597, -0.969, 0.166, -0.184, -60.749, -0.212, -0.172, 0.962, -6.691
1727351503.709450960, 0.087, 0.974, 0.209, -80.389, -0.983, 0.118, -0.140, -60.903, -0.161, -0.193, 0.968, -6.785
1727351504.709738493, 0.080, 0.979, 0.188, -80.315, -0.981, 0.110, -0.157, -60.989, -0.174, -0.172, 0.970, -6.826
1727351505.710531235, -0.034, 0.982, 0.186, -80.224, -0.988, -0.005, -0.156, -61.084, -0.152, -0.189, 0.970, -6.874
1727351506.710326195, -0.137, 0.975, 0.173, -80.180, -0.976, -0.104, -0.191, -61.166, -0.169, -0.195, 0.966, -6.893
1727351507.709771633, -0.097, 0.975, 0.202, -80.215, -0.983, -0.063, -0.170, -61.080, -0.153, -0.215, 0.965, -6.877
1727351508.709855080, -0.057, 0.975, 0.215, -80.234, -0.986, -0.022, -0.163, -61.042, -0.154, -0.222, 0.963, -6.865
1727351509.709792376, -0.055, 0.975, 0.217, -80.241, -0.987, -0.021, -0.158, -61.040, -0.149, -0.223, 0.963, -6.862
1727351510.709600925, -0.056, 0.975, 0.215, -80.237, -0.987, -0.021, -0.162, -61.041, -0.153, -0.222, 0.963, -6.857
1727351511.709861279, -0.054, 0.974, 0.219, -80.240, -0.989, -0.021, -0.149, -61.039, -0.141, -0.225, 0.964, -6.858
1727351512.709745407, -0.075, 0.982, 0.176, -80.178, -0.978, -0.039, -0.203, -61.176, -0.192, -0.187, 0.963, -6.892
1727351513.709719181, -0.075, 0.982, 0.176, -80.169, -0.978, -0.039, -0.204, -61.168, -0.193, -0.187, 0.963, -6.893
1727351514.709600449, -0.075, 0.982, 0.175, -80.170, -0.978, -0.039, -0.203, -61.171, -0.192, -0.187, 0.963, -6.896
1727351515.709523678, -0.074, 0.982, 0.176, -80.170, -0.979, -0.038, -0.202, -61.173, -0.192, -0.188, 0.963, -6.894
1727351516.709930420, -0.076, 0.981, 0.177, -80.177, -0.978, -0.039, -0.203, -61.177, -0.192, -0.188, 0.963, -6.892
1727351517.710477829, -0.076, 0.981, 0.177, -80.179, -0.978, -0.039, -0.203, -61.169, -0.192, -0.189, 0.963, -6.893
1727351518.711119413, -0.132, 0.975, 0.178, -80.168, -0.975, -0.095, -0.198, -61.188, -0.176, -0.200, 0.964, -6.899
1727351519.710536242, -0.155, 0.972, 0.177, -80.157, -0.973, -0.118, -0.198, -61.200, -0.172, -0.203, 0.964, -6.905
1727351520.710776329, -0.155, 0.972, 0.179, -80.157, -0.973, -0.119, -0.199, -61.202, -0.172, -0.205, 0.963, -6.904
1727351521.710851192, -0.155, 0.971, 0.183, -80.153, -0.972, -0.117, -0.202, -61.206, -0.175, -0.209, 0.962, -6.904
1727351522.710821152, -0.158, 0.969, 0.191, -80.149, -0.971, -0.117, -0.211, -61.209, -0.182, -0.219, 0.959, -6.910
1727351523.710983753, -0.165, 0.964, 0.210, -80.145, -0.965, -0.114, -0.235, -61.227, -0.203, -0.241, 0.949, -6.913
1727351524.711251974, -0.166, 0.963, 0.212, -80.145, -0.965, -0.114, -0.237, -61.226, -0.204, -0.244, 0.948, -6.914
1727351525.711272478, -0.166, 0.963, 0.213, -80.145, -0.965, -0.114, -0.237, -61.223, -0.204, -0.245, 0.948, -6.918
1727351527.011036396, -0.166, 0.963, 0.214, -80.145, -0.965, -0.114, -0.236, -61.222, -0.203, -0.246, 0.948, -6.917
1727351531.111083984, -0.163, 0.954, 0.253, -80.126, -0.955, -0.088, -0.282, -61.250, -0.246, -0.287, 0.926, -6.895
1727351531.811818361, -0.080, 0.970, 0.228, -80.274, -0.984, -0.040, -0.173, -61.011, -0.159, -0.238, 0.958, -6.822
1727351532.812854290, -0.186, 0.958, 0.219, -80.249, -0.961, -0.131, -0.242, -61.066, -0.203, -0.256, 0.945, -6.846
1727351533.812881947, -0.132, 0.964, 0.229, -80.203, -0.974, -0.083, -0.211, -61.115, -0.185, -0.251, 0.950, -6.865
1727351534.711709738, -0.078, 0.977, 0.198, -80.079, -0.972, -0.031, -0.231, -61.311, -0.220, -0.210, 0.953, -6.942
1727351535.811295748, -0.071, 0.978, 0.197, -80.088, -0.973, -0.025, -0.230, -61.295, -0.220, -0.208, 0.953, -6.951
1727351536.812089920, -0.084, 0.983, 0.166, -79.963, -0.974, -0.046, -0.221, -61.448, -0.210, -0.180, 0.961, -6.994
1727351537.812063456, -0.085, 0.984, 0.157, -79.956, -0.973, -0.048, -0.225, -61.469, -0.213, -0.172, 0.962, -7.007
1727351538.812088490, -0.079, 0.985, 0.153, -79.949, -0.975, -0.045, -0.218, -61.476, -0.208, -0.167, 0.964, -7.011
1727351539.813299417, -0.491, 0.865, 0.101, -79.895, -0.852, -0.452, -0.266, -61.617, -0.184, -0.216, 0.959, -7.047
1727351540.812078476, -0.459, 0.880, 0.121, -79.915, -0.869, -0.416, -0.266, -61.515, -0.184, -0.227, 0.956, -7.014
1727351541.811790228, -0.223, 0.960, 0.171, -80.035, -0.942, -0.167, -0.291, -61.275, -0.250, -0.226, 0.941, -6.948
