stamp, T00, T01, T02, T03, T10, T11, T12, T13, T20, T21, T22, T23
1666267363.205166101, 0.979, 0.135, -0.150, 35.903, -0.114, 0.983, 0.143, 30.438, 0.166, -0.123, 0.978, 2.052
1666267363.967046976, 0.979, 0.135, -0.150, 35.911, -0.114, 0.983, 0.141, 30.434, 0.166, -0.122, 0.979, 2.053
1666267364.538427114, 0.980, 0.134, -0.150, 35.901, -0.113, 0.983, 0.142, 30.432, 0.167, -0.122, 0.978, 2.052
1666267365.109931946, 0.979, 0.135, -0.150, 35.914, -0.114, 0.983, 0.142, 30.432, 0.167, -0.122, 0.978, 2.054
1666267365.681310892, 0.979, 0.136, -0.150, 35.909, -0.115, 0.983, 0.143, 30.435, 0.167, -0.122, 0.978, 2.053
1666267366.252818108, 0.979, 0.134, -0.151, 35.915, -0.113, 0.983, 0.142, 30.431, 0.167, -0.122, 0.978, 2.053
1666267367.205199003, 0.979, 0.136, -0.150, 35.911, -0.114, 0.983, 0.143, 30.431, 0.167, -0.122, 0.978, 2.053
1666267367.776576996, 0.979, 0.137, -0.150, 35.907, -0.115, 0.983, 0.142, 30.436, 0.167, -0.122, 0.978, 2.054
1666267368.348083019, 0.979, 0.137, -0.150, 35.911, -0.116, 0.983, 0.142, 30.445, 0.167, -0.122, 0.978, 2.053
1666267369.109962940, 0.979, 0.135, -0.150, 35.908, -0.114, 0.983, 0.143, 30.440, 0.167, -0.123, 0.978, 2.054
1666267369.490966082, 0.979, 0.136, -0.150, 35.914, -0.115, 0.983, 0.143, 30.439, 0.167, -0.123, 0.978, 2.055
